id,sentence1,sentence2,label,sentence1_clean,sentence2_clean
412584,Tetulmari is a neighborhood in Dhanbad in Dhanbad Subdivision of the Dhanbad district in the Indian state of Jharkhand .,Tetulmari is a neighbourhood in Dhanbad in Dhanbad subdivision of Dhanbad district in the Indian state of Jharkhand .,1,tetulmari neighborhood dhanbad dhanbad subdivision dhanbad district indian state jharkhand,tetulmari neighbourhood dhanbad dhanbad subdivision dhanbad district indian state jharkhand
440678,Joey Johnson forms a connection with Theo when she helps save his friend Lani ( James Lastovic ) when he collapses during the party .,"With Theo , Joey Johnson links a connection when she helps save his friend Lani ( James Lastovic ) when he collapsed during the party .",1,joey johnson form connection theo help save friend lani james lastovic collapse party,theo joey johnson link connection help save friend lani james lastovic collapsed party
160550,If `` R `` is the connected equivalence relation over each trivial component of `` U `` ( i.e .,If `` R `` is the trivial equivalence relationship over each connected component of `` U `` ( i.e .,0,r connected equivalence relation trivial component u ie,r trivial equivalence relationship connected component u ie
42513,"The ideas explored in the text suggest that the author is exposing , by providing this text , the concerns and fears of children in the 21st century .",The ideas examined in the text suggest that the author exposes the concerns and fears of children in the 21st century by providing this text .,1,idea explored text suggest author exposing providing text concern fear child 21st century,idea examined text suggest author expose concern fear child 21st century providing text
255250,NOTE : William F. Draper was also brother of U.S. Representative Ebenezer Sumner Draper .,NOTE : William F. Draper was also brother of the U.S. representative Ebenezer Sumner Draper .,1,note william f draper also brother u representative ebenezer sumner draper,note william f draper also brother u representative ebenezer sumner draper
541423,Ruma Bazar is a village in Bandarban District in the Chittagong Division of southeastern Bangladesh .,"Ruma Bazar is a village in Bangladesh , Bandarban - district in the southeastern Chittagong Division .",0,ruma bazar village bandarban district chittagong division southeastern bangladesh,ruma bazar village bangladesh bandarban district southeastern chittagong division
504176,"Fogny is a village in the Casamance region of Senegal , located on the Casamance River .",Fogny is a village in the Casamance region of Senegal . The village is located on the Casamance River .,1,fogny village casamance region senegal located casamance river,fogny village casamance region senegal village located casamance river
639057,"Many Narnians see that this is antithetical , given the ridiculous nature of Aslan and Tash .","Given the antithetical nature of Aslan and Tash , many Nariscans see that this is ridiculous .",0,many narnians see antithetical given ridiculous nature aslan tash,given antithetical nature aslan tash many nariscans see ridiculous
386122,"Both lines run parallel to Garrett Road and Garrett Road , however the run along Bywood Avenue is interrupted by a curve between Sherbrook Boulevard and Avon Road .","Both lines run parallel to Garrett Road and Bywood Avenue , but the journey along Garrett Road is interrupted by a curve between the Sherbrook Boulevard and Avon Road .",0,line run parallel garrett road garrett road however run along bywood avenue interrupted curve sherbrook boulevard avon road,line run parallel garrett road bywood avenue journey along garrett road interrupted curve sherbrook boulevard avon road
606711,"Susanna cooperates on her painting and writing , and works with her therapy .",Susanna works on her painting and writing and cooperates on her therapy .,0,susanna cooperates painting writing work therapy,susanna work painting writing cooperates therapy
510729,Hoebeke has written extensively in academics books and has published numerous articles on the work of consultancy practice . Books :,Hoebeke has written extensively in academic books and has published numerous articles on the work of consultancy practice .,1,hoebeke written extensively academic book published numerous article work consultancy practice book,hoebeke written extensively academic book published numerous article work consultancy practice
598497,"`` Ghazalistan `` ( 2012 ) is his translated work , in which the translated ghazals of Indian and Pakistani poets have antholized .","`` Ghazalistan `` ( 2012 ) is his antholized work , in which the translated Ghazales have translated Indian and Pakistani poets .",0,ghazalistan 2012 translated work translated ghazals indian pakistani poet antholized,ghazalistan 2012 antholized work translated ghazales translated indian pakistani poet
275953,The three sounds of consonants assimilate to the articulation point of the following nasal sound .,The three nasal sounds assimilate to the point of articulation of the following consonant sound .,0,three sound consonant assimilate articulation point following nasal sound,three nasal sound assimilate point articulation following consonant sound
566145,"The species occurs in Saudi Arabia ( southern Egypt and Sinai Peninsula ) , northeastern Egypt , Jordan , coastal mountains in western Israel .","The species occurs in Egypt ( northeastern Egypt and Sinai ) , southern Israel , Jordan , coastal mountains in western Saudi - Arabia .",0,specie occurs saudi arabia southern egypt sinai peninsula northeastern egypt jordan coastal mountain western israel,specie occurs egypt northeastern egypt sinai southern israel jordan coastal mountain western saudi arabia
638846,"The chairman of the committee is Democrat Tom Harkin of Iowa , and the Ranking Member is Republican Mike Enzi of Wyoming .","The committee 's chairman is the democrat Tom Harkin of Iowa , and the member of the ranking is the Republican Mike Enzi of Wyoming .",1,chairman committee democrat tom harkin iowa ranking member republican mike enzi wyoming,committee chairman democrat tom harkin iowa member ranking republican mike enzi wyoming
614703,"He was educated at Benjamin Franklin elementary school , James Ford Rhodes High School , Borromeo Seminary College in Wickliffe , Ohio and St. Mary Seminary in Cleveland .","He was trained at Benjamin Franklin Elementary School , James Ford Rhodes High School , Borromeo Seminary College in Cleveland , and at St. Mary Seminary in Wickliffe , Ohio .",0,educated benjamin franklin elementary school james ford rhodes high school borromeo seminary college wickliffe ohio st mary seminary cleveland,trained benjamin franklin elementary school james ford rhodes high school borromeo seminary college cleveland st mary seminary wickliffe ohio
45152,Weatherford was invited to participate in the three-day New Orleans Saints Mini Camp and worked with the Chicago Bears and the New England Patriots .,Weatherford was invited to participate in the Chicago Bears three-day mini camp . He also worked out with the New Orleans Saints and the New England Patriots .,0,weatherford invited participate threeday new orleans saint mini camp worked chicago bear new england patriot,weatherford invited participate chicago bear threeday mini camp also worked new orleans saint new england patriot
415541,"Martin Maya ( born April 8 , 1944 in Otele , Cameroon ) is a former Cameroonian footballer whose younger brother , Joseph Yegba Maya , also represented Cameroon .","Joseph Yegba Maya ( born April 8 , 1944 in Otele , Cameroon ) is a Cameroonian former footballer . His younger brother Martin Maya also represented Cameroon .",0,martin maya born april 8 1944 otele cameroon former cameroonian footballer whose younger brother joseph yegba maya also represented cameroon,joseph yegba maya born april 8 1944 otele cameroon cameroonian former footballer younger brother martin maya also represented cameroon
146401,"This ontological assumption indicates a paradigm shift and proposes a new epistemological understanding of peace , which is at the heart of the Innsbruck School 's peace philosophy .","This ontological assumption indicates a paradigm shift and proposes a new epistemological understanding of peace , which is at the heart of the philosophy of peace of the Innsbruck school .",1,ontological assumption indicates paradigm shift proposes new epistemological understanding peace heart innsbruck school peace philosophy,ontological assumption indicates paradigm shift proposes new epistemological understanding peace heart philosophy peace innsbruck school
119556,The `` New York Times `` wrote that the film has `` little lost `` from the play and called the supporting role `` uniformly excellent `` .,`` The New York Times `` wrote that the film called `` lost little `` from the play and had the supporting cast `` uniformly excellent . ``,0,new york time wrote film little lost play called supporting role uniformly excellent,new york time wrote film called lost little play supporting cast uniformly excellent
560310,"After many years in Cornwall and finally retirement in Wiltshire , she moved to a care facility in Bath .","After many years in Cornwall and finally retirement in Wiltshire , she moved then to a care facility in Bath .",1,many year cornwall finally retirement wiltshire moved care facility bath,many year cornwall finally retirement wiltshire moved care facility bath
211793,"The necessary basic engineering solutions are conditioned with interdisciplinary knowledge in different areas , therefore the need for the above is obvious .","The above engineering solutions are conditioned with the necessary basic knowledge in various fields , therefore the need for interdisciplinary is obvious .",0,necessary basic engineering solution conditioned interdisciplinary knowledge different area therefore need obvious,engineering solution conditioned necessary basic knowledge various field therefore need interdisciplinary obvious
231440,"Cantharidus polychroma is a species of sea snail , a top gastropod mollusk in the family Trochidae , the marine snails .","Cantharidus polychroma is a species of sea snail , a marine gastropod mollusk in the Trochidae family , the top snails .",0,cantharidus polychroma specie sea snail top gastropod mollusk family trochidae marine snail,cantharidus polychroma specie sea snail marine gastropod mollusk trochidae family top snail
558039,"Khata Khedi is a village in the Bhopal district of Madhya Pradesh , India . It is located in the Berasia tehsil .","Khata Khedi is a village in Berasia district of Madhya Pradesh , India . It is located in Bhopal tehsil .",0,khata khedi village bhopal district madhya pradesh india located berasia tehsil,khata khedi village berasia district madhya pradesh india located bhopal tehsil
175450,"Crossea biconica is a species of marine snail or micromolusco , a small gastropod mollusc in the Crosseolidae family .","Crossea biconica is a species of marine sea snail or micromollusc , a small gastropod mollusc in the family Crosseolidae .",1,crossea biconica specie marine snail micromolusco small gastropod mollusc crosseolidae family,crossea biconica specie marine sea snail micromollusc small gastropod mollusc family crosseolidae
170992,"When the magnetic moments of ferromagnetic atoms are lined up , the material can produce a measurable macroscopic field .","When the measurable macroscopic moments of the ferromagnetic atoms are lined up , the material can generate a magnetic field .",0,magnetic moment ferromagnetic atom lined material produce measurable macroscopic field,measurable macroscopic moment ferromagnetic atom lined material generate magnetic field
526292,"He presented romantic connections -- between past and present , between visual form and classical expression -- as dialogues on the walls of the museum .","Romantic connections -- between past and present , between visual form and classical expression -- he presented as a dialogue on the walls of the museum .",1,presented romantic connection past present visual form classical expression dialogue wall museum,romantic connection past present visual form classical expression presented dialogue wall museum
338299,`` Iskra `` was quickly the most successful Russian underground newspaper in 50 years .,`` Iskra `` quickly became the most successful underground Russian newspaper in 50 years .,1,iskra quickly successful russian underground newspaper 50 year,iskra quickly became successful underground russian newspaper 50 year
158636,"The seven-branched Menorah surrounded by a wreath over the door of the Henry S. Frank Memorial Synagogue in Philadelphia , Pennsylvania is copied from the Nabratein synagogue .","The seven surrounding menorah , branched from a wreath above the door of the Henry S. Frank Memorial Synagogue in Philadelphia , Pennsylvania , is copied by the Nabratein Synagogue .",0,sevenbranched menorah surrounded wreath door henry frank memorial synagogue philadelphia pennsylvania copied nabratein synagogue,seven surrounding menorah branched wreath door henry frank memorial synagogue philadelphia pennsylvania copied nabratein synagogue
51312,Murphy Weir knocked completely out of the ring in the fourth round .,"In the fourth round , Weir knocked Murphy entirely out of the ring .",0,murphy weir knocked completely ring fourth round,fourth round weir knocked murphy entirely ring
93538,Six years later Marjorie goes to a southern farm where she is a teacher for two young children and meets a young soldier there .,"Six years later , Marjorie goes to a Southern farm , where she is a teacher for two little children . There , she meets a young soldier .",1,six year later marjorie go southern farm teacher two young child meet young soldier,six year later marjorie go southern farm teacher two little child meet young soldier
229368,"Generally serial numbers start with the numbers ' 01 ' , however in special circumstances , the numbers begin with ' 00 ' .","Serial numbers generally start with the numbers ' ; 01 ' ; in special circumstances , however , the numbers start with ' ; 00 ' apos ; .",1,generally serial number start number 01 however special circumstance number begin 00,serial number generally start number 01 special circumstance however number start 00 apos
547862,"Colcabamba is the capital of the district of Colcabamba , Peru , in the province of Tayacaja , Huancavelica region .","Colcabamba is the capital of the district of Colcabamba District , Peru , in Tayacaja Province , Huancavelica Region .",1,colcabamba capital district colcabamba peru province tayacaja huancavelica region,colcabamba capital district colcabamba district peru tayacaja province huancavelica region
357569,"Brentford is a town in Middlesex , in the west of London , England .","Brentford is a town in Middlesex , West of England in London .",0,brentford town middlesex west london england,brentford town middlesex west england london
287033,"He spent the childhood of Berkeley in Warwickshire , where he was a pupil of the translator Philemon Holland of Coventry and Henry Ashwood .","Berkeley 's childhood was spent in Coventry , where he was a pupil of the translator , Philemon Holland of Warwickshire , and of Henry Ashwood .",0,spent childhood berkeley warwickshire pupil translator philemon holland coventry henry ashwood,berkeley childhood spent coventry pupil translator philemon holland warwickshire henry ashwood
371414,"Standing orders are necessarily unknown , since the exact circumstances for the execution occur in the future under general and vague conditions .","Standing orders are necessarily general and vague since the exact circumstances for execution occur in the future , under unknown conditions .",0,standing order necessarily unknown since exact circumstance execution occur future general vague condition,standing order necessarily general vague since exact circumstance execution occur future unknown condition
369074,"Stuart Roy Clarke called the work : `` A new collection of football scenes , John Motson presents a unique and wonderful perspective of the game .",John Motson called the work : `` A unique and wonderful collection of football scenes . Stuart Roy Clarke puts a new perspective on the game . ``,0,stuart roy clarke called work new collection football scene john motson present unique wonderful perspective game,john motson called work unique wonderful collection football scene stuart roy clarke put new perspective game
1953,"It pauses at Mombasa and Aden , and the ship spends five days in Port Said ; he has visited these places before .","It stops at Mombasa and Aden , and the ship spends five days in Port Said ; he has already visited these places before .",1,pause mombasa aden ship spends five day port said visited place,stop mombasa aden ship spends five day port said already visited place
40771,"Beginning in the 13th century , the castle was the seat of the Counts of Leiningen , but was built in its current shape only in the 16th century .","The castle was the seat of the Counts of Leiningen in the 13th century , but was only constructed in its current form in the 16th century .",1,beginning 13th century castle seat count leiningen built current shape 16th century,castle seat count leiningen 13th century constructed current form 16th century
375444,The series was written by Kent Williams and illustrated by J. M. DeMatteis .,The series was created by Kent Williams and illustrated by J. M. DeMatteis .,1,series written kent williams illustrated j dematteis,series created kent williams illustrated j dematteis
2923,"The former destroyer was sold on January 17 , 1931 and scrapped sometime in 1934 .",The former destroyer was scrapped on 17 January 1931 and sold sometime in 1934 .,0,former destroyer sold january 17 1931 scrapped sometime 1934,former destroyer scrapped 17 january 1931 sold sometime 1934
402560,The X # compiler is an atypical source console - interface with an open architecture .,The X # compiler is an open source console interface program with an atypical architecture .,0,x compiler atypical source console interface open architecture,x compiler open source console interface program atypical architecture
192503,"He is married to the sister of the former team colleague Kimiko Naito , actress Hirofumi Naito .","He is married to the sister of former teammate Hirofumi Naito , the actress Kimiko Naito .",0,married sister former team colleague kimiko naito actress hirofumi naito,married sister former teammate hirofumi naito actress kimiko naito
260810,"Martina Navratilova / Pam Shriver defeated Zina Garrison / Lori McNeil 6 -- 3 , 6 -- 4","Martina Martina Navratilova / Zina Garrison defeated Pam Shriver / Lori McNeil 6 -- 3 , 6 -- 4",0,martina navratilova pam shriver defeated zina garrison lori mcneil 6 3 6 4,martina martina navratilova zina garrison defeated pam shriver lori mcneil 6 3 6 4
383643,"For Darwen stood six candidates for the Borough Council : Heather Ashurst , Stephen Potter , Martin McCaughran , Nella Melia , Joan Helliwell , Wilf Helliwell .","There were six candidates for the Borough Council for Darwen : Heather Ashurst , Joan Helliwell , Wilf Helliwell , Martin McCaughran , Nella Melia and Stephen Potter .",0,darwen stood six candidate borough council heather ashurst stephen potter martin mccaughran nella melia joan helliwell wilf helliwell,six candidate borough council darwen heather ashurst joan helliwell wilf helliwell martin mccaughran nella melia stephen potter
8539,Salt River takes its name from the nearby Salt River Township .,Salt River Township has its name from the nearby Salt River .,0,salt river take name nearby salt river township,salt river township name nearby salt river
316178,His nickname `` Fase `` ( sometimes written `` Fasi `` ) has not been convincingly explained but may indicate `` The Dreadful `` .,"His nickname `` Fase `` ( sometimes explained `` Fasi `` ) has not been convincingly written , but can indicate `` The Dreadful `` .",0,nickname fase sometimes written fasi convincingly explained may indicate dreadful,nickname fase sometimes explained fasi convincingly written indicate dreadful
38569,"Contreras Island ( Spanish : `` Isla Contreras `` ) is an island in the Queen Adelaide Archipelago in the Magallanes y la Antártica Chilena region , Chile .","Magallanes y la Antártica Chilena Region , Chile ( Spanish : `` Isla Contreras `` ) is an island in the Queen Adelaide Archipelago in Contreras Island .",0,contreras island spanish isla contreras island queen adelaide archipelago magallanes la antrtica chilena region chile,magallanes la antrtica chilena region chile spanish isla contreras island queen adelaide archipelago contreras island
166826,The program can be used through the MAVID web server or as a standalone program which can be installed with the source code .,The program can be used through the MAVID web server or as a stand-alone program that can be installed with the source code .,1,program used mavid web server standalone program installed source code,program used mavid web server standalone program installed source code
611593,"The term `` birth name `` is customarily used for the name before marriage of a woman , in cultures where a married woman 's name sometimes changes .","The expression `` birth name `` is usually used for the name before a woman 's marriage , in cultures where the name of a married woman sometimes changes .",1,term birth name customarily used name marriage woman culture married woman name sometimes change,expression birth name usually used name woman marriage culture name married woman sometimes change
163867,"With the help of Roger Wakefield , Claire learns of Jamie 's whereabouts , and Claire comes back to find him .","With the help of Roger Wakefield , Claire learns of Claire 's whereabouts , and Jamie returns to find him .",0,help roger wakefield claire learns jamie whereabouts claire come back find,help roger wakefield claire learns claire whereabouts jamie return find
102525,"His family was of either of Greek or possibly Albanian origin , as Vasari reported .","His family was either of Greek or possibly Albanian origin , as Vasari reported .",1,family either greek possibly albanian origin vasari reported,family either greek possibly albanian origin vasari reported
231361,"He attended Weymouth Intermediate School in Weymouth , South Auckland and attended James Cook High School in Manurewa .","He attended the Weymouth Intermediate School in Manurewa , South Auckland and attended the James Cook High School in Weymouth .",0,attended weymouth intermediate school weymouth south auckland attended james cook high school manurewa,attended weymouth intermediate school manurewa south auckland attended james cook high school weymouth
88928,It offered regular services between Europe and Australia for migrants and fully paying passengers .,It offered regular services between Europe and Australia for migrants and full-fare paying passengers .,1,offered regular service europe australia migrant fully paying passenger,offered regular service europe australia migrant fullfare paying passenger
280689,The total annual energy production capacity is 224 GW-hr .,The total annual energy production capacity is 224 GW-hr .,0,total annual energy production capacity 224 gwhr,total annual energy production capacity 224 gwhr
59175,"Craig is the namesake of James Craig , Missouri .",James Craig is the namesake of Craig and Missouri .,0,craig namesake james craig missouri,james craig namesake craig missouri
291413,The Sierra de las Nieves was examined in the 19th century by the Swiss botanist Luis Ceballos and by Pierre Edmond Boissier in 1933 .,The Sierra de las Nieves area was studied in the 19th century by Swiss botanist Luis Ceballos and in 1933 by Pierre Edmond Boissier .,1,sierra de la nieves examined 19th century swiss botanist luis ceballos pierre edmond boissier 1933,sierra de la nieves area studied 19th century swiss botanist luis ceballos 1933 pierre edmond boissier
303305,"What he did do was to introduce a practically useful scale on the balance , and to put the balance into mass production .",What he did was to balance a practically useful scale and to introduce the balance into mass production .,0,introduce practically useful scale balance put balance mass production,balance practically useful scale introduce balance mass production
588661,"Each year , Warsteiner produces a seasonal beer entitled `` Oktoberfest `` for the Bavarian celebrations .",Warsteiner makes a seasonal beer entitled `` Oktoberfest `` for the Bavarian celebrations each year .,1,year warsteiner produce seasonal beer entitled oktoberfest bavarian celebration,warsteiner make seasonal beer entitled oktoberfest bavarian celebration year
7580,Allen Jones was born in Bertie County ( later Halifax County ) in the North Carolina colonial .,"Allen Jones was born in Halifax County ( later Bertie County ) , in colonial North Carolina .",0,allen jones born bertie county later halifax county north carolina colonial,allen jones born halifax county later bertie county colonial north carolina
568900,Pompton Lakes is located in the 40th Congressional District and is part of New Jersey 's 11th Legislative District .,Pompton Lakes is located in the 40th Congressional District and is part of New Jersey 's 11th state legislative district .,1,pompton lake located 40th congressional district part new jersey 11th legislative district,pompton lake located 40th congressional district part new jersey 11th state legislative district
227327,The area includes land from Gibbs Pond Road to the south to Smithtown Boulevard and from Brown 's Road east to School House Road .,The area includes land from Gibbs Pond Road south to Smithtown Boulevard and from Brown 's Road east to School House Road .,1,area includes land gibbs pond road south smithtown boulevard brown road east school house road,area includes land gibbs pond road south smithtown boulevard brown road east school house road
637821,She was briefly raised in her family 's apartment at the Pointe Coupee Parish in Lettsworth .,She was briefly raised at her family 's residence in Lettsworth in Pointe Coupee Parish .,0,briefly raised family apartment pointe coupee parish lettsworth,briefly raised family residence lettsworth pointe coupee parish
581162,This film was remade as the television film `` The Computer Wore Tennis Shoes `` in 1995 starring Dexter Riley as Kirk Cameron .,This film was remade in 1995 as the television film `` The Computer carried tennis shoes `` with Kirk Cameron as Dexter Riley .,0,film remade television film computer wore tennis shoe 1995 starring dexter riley kirk cameron,film remade 1995 television film computer carried tennis shoe kirk cameron dexter riley
492735,The song reached the top 10 in Germany ( # 6 ) and the top 15 in Switzerland ( # 15 ) and Austria ( # 13 ) .,The song has reached the top 10 in Germany ( # 6 ) and the top 15 in Switzerland ( # 15 ) and Austria ( # 13 ) .,1,song reached top 10 germany 6 top 15 switzerland 15 austria 13,song reached top 10 germany 6 top 15 switzerland 15 austria 13
586922,"The authority had 13 new units built in 2006 , designed in a contemporary style by Judy Stephens .","In 2006 , the authority built 13 new entities designed by Judy Stephens in a contemporary style .",1,authority 13 new unit built 2006 designed contemporary style judy stephen,2006 authority built 13 new entity designed judy stephen contemporary style
508560,"In order to organise peace within a secular constitution , it is vital to uproot the entire rot of Christian legislation .",In order to organise peace within a secular constitution it is vital to uproot all the rot of Christian legislation . ``,1,order organise peace within secular constitution vital uproot entire rot christian legislation,order organise peace within secular constitution vital uproot rot christian legislation
363077,"Other windsurfers included Dan Moore , Cheyne Horan , Noah Johnson , Aaron Lambert and others .","Other surfers included Dan Moore , Cheyne Horan , Noah Johnson , Aaron Lambert , and others .",1,windsurfers included dan moore cheyne horan noah johnson aaron lambert others,surfer included dan moore cheyne horan noah johnson aaron lambert others
207474,"The film , directed by Christopher Leitch and written by R. Timothy Kring , stars Jason Bateman , James Hampton , John Astin , and Kim Darby .","The film , directed by Christopher Leitch and by R. Timothy Kring , Jason Bateman , James Hampton , John Astin and Kim Darby , is written .",1,film directed christopher leitch written r timothy kring star jason bateman james hampton john astin kim darby,film directed christopher leitch r timothy kring jason bateman james hampton john astin kim darby written
383222,He started out the 1967 season in Double-A and moved to Triple-A in Tacoma .,He started the 1967 season in Triple-A and moved to Double-A in Tacoma .,0,started 1967 season doublea moved triplea tacoma,started 1967 season triplea moved doublea tacoma
129952,The music was written by S. P. Venkatesh and the lyrics by Gireesh Puthenchery composed .,The music was composed by S. P. Venkatesh and lyrics was written by Gireesh Puthenchery .,0,music written p venkatesh lyric gireesh puthenchery composed,music composed p venkatesh lyric written gireesh puthenchery
403304,"Horst met Lawford in 1938 , and they remained together until the death of Valentine Lawford in 1991 .","Valentine Lawford met Horst in 1938 , and they remained together until Lawford 's death in 1991 .",0,horst met lawford 1938 remained together death valentine lawford 1991,valentine lawford met horst 1938 remained together lawford death 1991
67632,"The Soviet diplomat Vladimir Petrov and his wife departed from the Soviet embassy in Canberra in 1954 , revealing evidence of Russian espionage activities , and Menzies called a Royal Commission .","Soviet diplomat Vladimir Petrov and his wife defected from the Soviet embassy in Canberra in 1954 , revealing evidence of Russian spying activities and Menzies called a Royal Commission .",1,soviet diplomat vladimir petrov wife departed soviet embassy canberra 1954 revealing evidence russian espionage activity menzies called royal commission,soviet diplomat vladimir petrov wife defected soviet embassy canberra 1954 revealing evidence russian spying activity menzies called royal commission
57589,"Parker Kligerman , Marty Snider and Kelli Stavast reported from pit lane during the race .","Parker Kligerman , Kelli Stavast and Marty Snider reported during the race from the pit lane .",0,parker kligerman marty snider kelli stavast reported pit lane race,parker kligerman kelli stavast marty snider reported race pit lane
618992,"It was directed by the show 's composer and producer ( and Tina Fey 's husband ) Jeff Richmond , and written by Josh Siegal & Dylan Morgan .","Directed by the composer and producer of the show ( and Tina Fey 's husband ) Jeff Richmond , it was written by Josh Siegal Dylan Morgan .",1,directed show composer producer tina fey husband jeff richmond written josh siegal dylan morgan,directed composer producer show tina fey husband jeff richmond written josh siegal dylan morgan
188186,"Later that night , Gunn lost in his debut match against Marco Corleone .","Later that night , Marco Corleone lost against Gunn in his debut .",0,later night gunn lost debut match marco corleone,later night marco corleone lost gunn debut
507635,"Helen Homans ( USA ) defeated Elisabeth Moore ( USA ) 6 -- 4 , 5 - 7 , 6 - -","Helen Homans ( USA ) defeated Elisabeth Moore ( USA ) 6 -- 4 , 5 -- 7 , 6 -- 1",1,helen homans usa defeated elisabeth moore usa 6 4 5 7 6,helen homans usa defeated elisabeth moore usa 6 4 5 7 6 1
590411,"After the fall of Ali Soheili 's cabinet in 1943 , he became prime minister .",Ali Soheili became Prime Minister after the fall of Sa'ed 's cabinet in 1943 .,0,fall ali soheili cabinet 1943 became prime minister,ali soheili became prime minister fall saed cabinet 1943
450631,Granados is a municipality in the department of Baja Verapaz of Guatemala .,Granados is a municipality in the Guatemala department of Baja Verapaz .,0,granados municipality department baja verapaz guatemala,granados municipality guatemala department baja verapaz
100784,Bennet Kilpack had the role of Doc Barclay .,Barclay had the role of Bennet Kilpack .,0,bennet kilpack role doc barclay,barclay role bennet kilpack
122456,"Agastya is a genus of moths of the Crambidae family . It contains only one species , Agastya hyblaeoides , which is found in India ( Sikkim ) .","Agastya is a genus of moths of the Crambidae family and contains only one species of agastya hyblaeoides , which is found in India ( Sikkim ) .",1,agastya genus moth crambidae family contains one specie agastya hyblaeoides found india sikkim,agastya genus moth crambidae family contains one specie agastya hyblaeoides found india sikkim
147655,"Deoghar College in Deoghar was founded in 1951 and is one of the constituent colleges of Sido Kanhu Murmu University , Dumka .",Deoghar College in Deoghar town was founded in 1951 . It is one of the constituent colleges of Sido Kanhu Murmu University at Dumka .,1,deoghar college deoghar founded 1951 one constituent college sido kanhu murmu university dumka,deoghar college deoghar town founded 1951 one constituent college sido kanhu murmu university dumka
78595,"George Rapp later adopted Frederick Reichert ( April 12 , 1775 -- June 24 , 1834 ) .",Friedrich Reichert later adopted George Rapp ( 12 April 1775 -- 24 June 1834 ) .,0,george rapp later adopted frederick reichert april 12 1775 june 24 1834,friedrich reichert later adopted george rapp 12 april 1775 24 june 1834
502614,The signed hash is stored together with the public key in the assembly .,The stored hash is signed in the assembly along with the public key .,0,signed hash stored together public key assembly,stored hash signed assembly along public key
384258,The main laser delivered 1.952 MJ of infrared energy .,The infrared laser delivered 1.952 MJ main energy .,0,main laser delivered 1952 mj infrared energy,infrared laser delivered 1952 mj main energy
92057,"In June 1997 , Montgomery Securities acquired the NationsBank in a transaction of $ 1.2 billion .","In June 1997 , NationsBank acquired Montgomery Securities in a $ 1.2 billion transaction .",0,june 1997 montgomery security acquired nationsbank transaction 12 billion,june 1997 nationsbank acquired montgomery security 12 billion transaction
389100,Edwards then wanted Roberto Benigni after viewing `` Down by Law `` and `` Johnny Stecchino `` .,Then Robert Roberto wanted Benigni Edwards after viewing `` Down by Law `` and `` Johnny Stecchino `` .,0,edward wanted roberto benigni viewing law johnny stecchino,robert roberto wanted benigni edward viewing law johnny stecchino
585537,The normal mode in which the three strings oscillate together is most efficient at transferring energy since all three strings pull in the same direction at the same time .,"The normal mode in which the three strings oscillate together is most efficient when transferring energy , since all three strings pull in the same direction at the same time .",1,normal mode three string oscillate together efficient transferring energy since three string pull direction time,normal mode three string oscillate together efficient transferring energy since three string pull direction time
294468,"Steven Rosen is married to Candice Polovina Rosen , who has four children .","Candice Polovina Rosen is married to Steven Rosen , and has four children .",0,steven rosen married candice polovina rosen four child,candice polovina rosen married steven rosen four child
381898,"Connelly and Mosher worked to create humorous characters in invented situations , rather than relying on simple jokes .","Connelly and Mosher worked to create humorous characters in simple situations , rather than relying on contrived jokes .",0,connelly mosher worked create humorous character invented situation rather relying simple joke,connelly mosher worked create humorous character simple situation rather relying contrived joke
49213,"This marine species occurs in the Central and Western Pacific of Western Australia ( New South Wales , Northern Territory , Queensland , Australia )","This marine species occurs in the Central and Western Pacific ; off Australia ( New South Wales , Northern Territory , Queensland , Western Australia )",0,marine specie occurs central western pacific western australia new south wale northern territory queensland australia,marine specie occurs central western pacific australia new south wale northern territory queensland western australia
153591,"The racial constitution of the village was 98.25 % white , 0.80 % Native American , 0.32 % Asian , and 0.64 % came from two or more races .","The racial makeup of the village was 98.25 % White , 0.80 % Native American , 0.32 % Asian , and 0.64 % from two or more races .",1,racial constitution village 9825 white 080 native american 032 asian 064 came two race,racial makeup village 9825 white 080 native american 032 asian 064 two race
476929,"The Flyers won all four games on home ice for their fourth Memorial Cup title , and the second for Emms .",The flyers won all four games on domestic ice for their fourth Memorial Cup title and the second one for Emms .,1,flyer four game home ice fourth memorial cup title second emms,flyer four game domestic ice fourth memorial cup title second one emms
107117,"Signalling was on the electric block method , using the absolute Spagnoletti block instruments and fixed signals .","Signalling was on the absolute block method , using electric Spagnoletti block instruments and fixed signals .",0,signalling electric block method using absolute spagnoletti block instrument fixed signal,signalling absolute block method using electric spagnoletti block instrument fixed signal
460173,The company Telefunken was founded in 1903 as a joint venture of Siemens and AEG in Germany .,The AEG company was created in Germany in 1903 as a joint venture of Siemens and Telefunken .,0,company telefunken founded 1903 joint venture siemens aeg germany,aeg company created germany 1903 joint venture siemens telefunken
426132,"In the post-War period , the house has seen significant productions and many world premieres .",The house has experienced significant productions and many world premieres in the post-war period .,1,postwar period house seen significant production many world premiere,house experienced significant production many world premiere postwar period
626774,"France Bleu 107.1 is a public radio station of the French regional network France Bleu , owned by Radio France . It was founded on January 2 , 2006 .","France Bleu 107.1 is a public radio station part of the French regional France Bleu network owned by Radio France , created on 2 January 2006 .",1,france bleu 1071 public radio station french regional network france bleu owned radio france founded january 2 2006,france bleu 1071 public radio station part french regional france bleu network owned radio france created 2 january 2006
